gene	term	evidence
LOC100509620	GO:0006810	IEA
PPIAL4E	GO:0000413	IEA
PPIAL4E	GO:0006457	IEA
TMEM265	GO:0009607	IEA
LOC102723475	GO:0071805	IEA
A0A087WUJ7	GO:0005975	IEA
A0A087WUV0	GO:0006355	IEA
TBC1D3D	GO:0043547	IEA
A0A087WWQ2	GO:0032259	IEA
A0A087WWV3	GO:0006260	IEA
MEIKIN	GO:0007060	ISS
MEIKIN	GO:0010789	ISS
MEIKIN	GO:0016321	ISS
MEIKIN	GO:0045143	ISS
MEIKIN	GO:0051754	ISS
TBC1D3I	GO:0043547	IEA
A0A087WYN8	GO:0006595	IEA
A0A087WYN8	GO:0043086	IEA
A0A087WZ62	GO:0070475	IBA
A0A087WZ62	GO:0006432	IBA
A0A087X0B3	GO:0055114	IEA
SENP3-EIF4A1	GO:0006508	IEA
TBC1D3E	GO:0043547	IEA
A0A087X1B8	GO:0006633	IEA
CYP2D7	GO:0006805	IDA
CYP2D7	GO:0042738	IDA
CYP2D7	GO:0055114	IEA
CYP2D7	GO:0006805	IDA
CYP2D7	GO:0042738	IDA
TBC1D3K	GO:0043547	IEA
A0A088AWK7	GO:0006355	IEA
A0A096LNI8	GO:0006412	IEA
A0A096LNP0	GO:0043547	IEA
LOC100129216	GO:0042742	IEA
A0A096LNY1	GO:0006412	IEA
UQCRHL	GO:0006122	IEA
UQCRHL	GO:1902600	IEA
A0A096LP75	GO:0034314	IEA
SAA2-SAA4	GO:0006953	IEA
A0A096LPK6	GO:0006306	IEA
A0A096LPK6	GO:0050790	IEA
A0A096LPK9	GO:0007186	IEA
A0A096LPK9	GO:0050911	IEA
A0A0A0MRY4	GO:0043547	IEA
LOC93432	GO:0005975	IEA
A0A0B4J293	GO:0016567	IEA
LOC101930165	GO:0006351	IEA
LOC101930165	GO:0006355	IEA
CCL15-CCL14	GO:0006955	IEA
CCL15-CCL14	GO:0060326	IEA
LOC102724428	GO:0006468	IEA
LOC102724428	GO:0035556	IEA
hCG_1789329	GO:0008152	IEA
A0A0D9SEZ9	GO:0001731	IEA
A0A0D9SEZ9	GO:0006446	IEA
A0A0D9SFI3	GO:0006355	IEA
A0A0D9SFP9	GO:0006886	IEA
A0A0D9SFP9	GO:0016192	IEA
A0A0D9SG24	GO:0006359	IEA
LCE6A	GO:0031424	IEA
SLC12A8	GO:0006813	IEA
SLC12A8	GO:0055085	IEA
RBM47	GO:0002244	IEA
TTC26	GO:0006996	TAS
TTC26	GO:0007224	ISS
TTC26	GO:0015031	IEA
TTC26	GO:0042073	ISS
TTC26	GO:0042384	ISS
FER1L5	GO:0007520	IEA
TMEM129	GO:0000209	IDA
TMEM129	GO:0006986	IEA
TMEM129	GO:0008150	ND
TMEM129	GO:0030433	IMP
TMEM129	GO:0030970	IMP
E2F8	GO:0000122	ISS
E2F8	GO:0000122	IDA
E2F8	GO:0001890	ISS
E2F8	GO:0002040	IMP
E2F8	GO:0006351	IEA
E2F8	GO:0008283	IEA
E2F8	GO:0032466	ISS
E2F8	GO:0032877	ISS
E2F8	GO:0033301	ISS
E2F8	GO:0045944	IMP
E2F8	GO:0060707	ISS
E2F8	GO:0060718	ISS
E2F8	GO:0070365	ISS
UBA6	GO:0006511	IMP
UBA6	GO:0016567	IEA
UBA6	GO:0016567	IMP
ESYT2	GO:0006869	IEA
ESYT2	GO:0006897	IEA
ESYT3	GO:0006869	IEA
MED19	GO:0006351	IEA
MED19	GO:0006357	IEA
IGLC7	GO:0006898	TAS
IGLC7	GO:0006956	TAS
IGLC7	GO:0006958	TAS
IGLC7	GO:0038095	TAS
IGLC7	GO:0038096	TAS
IGLC7	GO:0045087	TAS
IGLC7	GO:0050776	TAS
KIAA1598	GO:0007411	TAS
KIAA1598	GO:2000114	IEA
KIAA1598	GO:2001222	IEA
PLSCR5	GO:0017121	IBA
DHRS12	GO:0055114	IEA
SLC5A10	GO:0006814	IEA
SLC5A10	GO:0055085	IEA
DAPL1	GO:0006915	IEA
DAPL1	GO:0030154	IEA
SHISA3	GO:0007275	IEA
FEZF1	GO:0000122	IEA
FEZF1	GO:0001764	IEA
FEZF1	GO:0006351	IEA
FEZF1	GO:0006357	IBA
FEZF1	GO:0007411	IBA
FEZF1	GO:0008285	IEA
FEZF1	GO:0021772	IEA
FEZF1	GO:0021797	IEA
FEZF1	GO:0045666	IEA
FEZF1	GO:0045892	IBA
FEZF1	GO:0045893	IEA
GXYLT2	GO:0016266	IDA
TMEM120B	GO:0008150	ND
ARHGAP10	GO:0006915	TAS
ARHGAP10	GO:0007010	IEA
ARHGAP10	GO:0007264	TAS
ARHGAP10	GO:0012501	TAS
ARHGAP10	GO:0042981	TAS
ARHGAP10	GO:0043066	IEA
ARHGAP10	GO:0043547	IEA
ARHGAP10	GO:0051056	TAS
IRGM	GO:0006914	IEA
IRGM	GO:0006954	IEA
IRGM	GO:0045087	IEA
FAM170A	GO:0006366	ISS
FAM170A	GO:0006366	IDA
FAM170A	GO:0045893	ISS
FAM170A	GO:0045893	IDA
ANO9	GO:0006821	IMP
ANO9	GO:0006869	IEA
ANO9	GO:0034220	TAS
ANO9	GO:0055085	TAS
ANO9	GO:0061589	IEA
ANO9	GO:0061590	IEA
ANO9	GO:0061591	IEA
ANO9	GO:1902476	IMP
ANO9	GO:1902939	IDA
SLC22A23	GO:0006811	IEA
SLC22A23	GO:0055085	IEA
ODAM	GO:0031214	IEA
ODAM	GO:0042475	IEP
ARHGEF37	GO:0043547	IEA
ARHGEF37	GO:0043547	IEA
PXDNL	GO:0006979	IEA
PXDNL	GO:0042744	ISS
PXDNL	GO:0055114	ISS
PXDNL	GO:0090305	IEA
PXDNL	GO:0090305	IEA
ILVBL	GO:0008150	ND
ILVBL	GO:0008152	IEA
ILVBL	GO:0008152	IEA
UBE2QL1	GO:0016567	IEA
SYCE3	GO:0007130	ISS
SYCE3	GO:0007131	ISS
SYCE3	GO:0007283	ISS
SYCE3	GO:0043065	IEA
SYCE3	GO:0051301	IEA
PLEKHG3	GO:0043547	IEA
ELOVL7	GO:0019367	IDA
ELOVL7	GO:0019432	TAS
ELOVL7	GO:0034626	IDA
ELOVL7	GO:0035338	TAS
ELOVL7	GO:0035338	TAS
ELOVL7	GO:0042761	IDA
ELOVL7	GO:0042761	IDA
ELOVL7	GO:0044255	TAS
ELOVL7	GO:0044281	TAS
PRSS38	GO:0006508	IEA
SSC5D	GO:0006898	IEA
SSC5D	GO:0006898	IEA
SSC5D	GO:0006898	ISS
SSC5D	GO:0007275	IEA
SSC5D	GO:0042494	ISS
SSC5D	GO:0045087	IEA
SSC5D	GO:0050829	IEA
SSC5D	GO:0050830	IEA
SSC5D	GO:2000483	ISS
SH3PXD2B	GO:0001501	IMP
SH3PXD2B	GO:0001654	IMP
SH3PXD2B	GO:0006801	IDA
SH3PXD2B	GO:0007507	IMP
SH3PXD2B	GO:0022617	IMP
SH3PXD2B	GO:0030154	IEA
SH3PXD2B	GO:0045600	IEA
SH3PXD2B	GO:0060348	IMP
SH3PXD2B	GO:0060612	ISS
SH3PXD2B	GO:0071800	ISS
SH3PXD2B	GO:0072657	IDA
MACROD2	GO:0006974	IMP
MACROD2	GO:0007420	IEA
MACROD2	GO:0042278	IDA
MACROD2	GO:0051725	IDA
ZC3H12D	GO:0090305	IEA
ZC3H12D	GO:0090305	IEA
PTPDC1	GO:0030030	IEA
PTPDC1	GO:0035335	IEA
PIPSL	GO:0046854	IEA
PPIAL4G	GO:0000413	IBA
PPIAL4G	GO:0006457	IEA
CCDC78	GO:0003009	IMP
CCDC78	GO:0030030	IEA
CCDC78	GO:0098535	IDA
HFM1	GO:0000712	IEA
ZNF320	GO:0006351	IEA
ZNF320	GO:0006355	IBA
NBAS	GO:0000956	IMP
NBAS	GO:0006890	IMP
NBAS	GO:2000623	IMP
TARSL2	GO:0006435	IEA
TARSL2	GO:0008150	ND
HEATR9	GO:0002244	IEA
TESPA1	GO:0010387	ISS
TESPA1	GO:0033089	ISS
TESPA1	GO:0050862	ISS
HYKK	GO:0016310	IEA
HMX2	GO:0006351	IEA
HMX2	GO:0006355	IEA
HMX2	GO:0007420	IEA
HMX2	GO:0008284	IEA
HMX2	GO:0030154	IEA
HMX2	GO:0042472	IEA
HMX2	GO:0048026	IEA
CCDC66	GO:0046548	IEA
CCDC66	GO:0060060	IEA
TYW5	GO:0031591	IDA
TYW5	GO:0031591	IDA
TYW5	GO:0055114	IEA
MYBPHL	GO:0008150	ND
DENND3	GO:0008333	ISS
DENND3	GO:0043547	IEA
DENND3	GO:0043547	IEA
DENND3	GO:0043547	IDA
DENND3	GO:0044257	ISS
CLPSL1	GO:0007586	IEA
CLPSL1	GO:0016042	IEA
CLPSL1	GO:0043085	IEA
DCDC2B	GO:0035556	IEA
FUOM	GO:0006004	ISS
KIAA0922	GO:0016055	IEA
KIAA0922	GO:0033088	IMP
KIAA0922	GO:0090090	IDA
SSPO	GO:0007155	IEA
SSPO	GO:0007399	IEA
SSPO	GO:0010466	IEA
SSPO	GO:0030154	IEA
OR2M5	GO:0007186	IBA
OR2M5	GO:0007608	IBA
OR2M5	GO:0050911	IEA
OR2M5	GO:0050911	IBA
VWA8	GO:0008152	IEA
SBNO1	GO:0006355	IEA
SBNO1	GO:0008150	ND
PRAMEF22	GO:0008284	IEA
PRAMEF22	GO:0043066	IEA
PRAMEF22	GO:0045596	IEA
PRAMEF22	GO:0045892	IEA
PRAMEF22	GO:0048387	IEA
LOC101929983	GO:0008284	IEA
LOC101929983	GO:0043066	IEA
LOC101929983	GO:0045596	IEA
LOC101929983	GO:0045892	IEA
LOC101929983	GO:0048387	IEA
LAMB4	GO:0007155	IEA
ISPD	GO:0007411	IEA
ISPD	GO:0008299	IEA
ISPD	GO:0035269	IMP
ISPD	GO:0035269	IMP
GSAP	GO:0030162	IDA
GSAP	GO:1902004	IDA
GTPBP10	GO:0008152	IEA
GTPBP10	GO:0042254	IEA
LRRD1	GO:0007165	IEA
RAB19	GO:0006886	IBA
RAB19	GO:0008152	IBA
RAB19	GO:0032482	IBA
PRSS37	GO:0006508	IEA
PRSS37	GO:0007339	IEA
PRSS37	GO:0016477	IEA
PRSS37	GO:0051604	IEA
CDC14C	GO:0035335	IEA
CDC14C	GO:0035335	IEA
C7orf72	GO:0008150	ND
MBLAC1	GO:0008152	IEA
PMS2P1	GO:0006298	IEA
PMS2P1	GO:0016310	IEA
OR2A25	GO:0007186	IBA
OR2A25	GO:0050907	IBA
OR2A25	GO:0050911	IEA
GRID2IP	GO:0060292	IEA
EME2	GO:0006281	IEA
EME2	GO:0006310	IEA
EME2	GO:0090305	IEA
EME2	GO:0090305	IEA
EME2	GO:0090305	IEA
SLC35F4	GO:0006810	IEA
PI4KAP2	GO:0046854	IEA
PI4KAP2	GO:0048015	IEA
XIRP2	GO:0003281	IEA
XIRP2	GO:0030036	IEA
XIRP2	GO:0045216	IEA
XIRP2	GO:0055008	IEA
POTEF	GO:0001895	IEP
FITM1	GO:0008654	IBA
FITM1	GO:0010890	ISS
FITM1	GO:0019915	IBA
FITM1	GO:0034389	IBA
FITM1	GO:0034389	ISS
VPS37C	GO:0015031	IEA
VPS37C	GO:0016032	TAS
VPS37C	GO:0016032	TAS
VPS37C	GO:0016032	TAS
VPS37C	GO:0016197	TAS
VPS37C	GO:0019058	TAS
VPS37C	GO:0019068	TAS
VPS37C	GO:0019082	TAS
VPS37C	GO:0061024	TAS
VPS37C	GO:0075733	TAS
CCDC151	GO:0003341	IMP
CCDC151	GO:0007368	IMP
CCDC151	GO:0036158	IDA
CCDC151	GO:1902017	ISS
PSMB11	GO:0000209	TAS
PSMB11	GO:0000278	TAS
PSMB11	GO:0002223	TAS
PSMB11	GO:0002474	TAS
PSMB11	GO:0002479	TAS
PSMB11	GO:0002479	TAS
PSMB11	GO:0006521	TAS
PSMB11	GO:0006915	TAS
PSMB11	GO:0006977	TAS
PSMB11	GO:0010467	TAS
PSMB11	GO:0010499	IBA
PSMB11	GO:0012501	TAS
PSMB11	GO:0016032	TAS
PSMB11	GO:0031145	TAS
PSMB11	GO:0031145	TAS
PSMB11	GO:0031145	TAS
PSMB11	GO:0031145	TAS
PSMB11	GO:0034641	TAS
PSMB11	GO:0042590	TAS
PSMB11	GO:0042981	TAS
PSMB11	GO:0043066	TAS
PSMB11	GO:0043161	IBA
PSMB11	GO:0044281	TAS
PSMB11	GO:0045087	TAS
PSMB11	GO:0051437	TAS
PSMB11	GO:0051439	TAS
PSMB11	GO:0090090	TAS
PSMB11	GO:0090263	TAS
PSD	GO:0007165	NAS
PSD	GO:0030182	IBA
PSD	GO:0043547	IEA
PSD	GO:0043547	IBA
PSD	GO:0043547	IEA
PSD	GO:0016192	IBA
KRBA1	GO:0008150	ND
RGSL1	GO:0038032	IEA
RGSL1	GO:0043547	IBA
TMEM189	GO:0016567	IBA
HTR3E	GO:0007210	IDA
HTR3E	GO:0034220	TAS
HTR3E	GO:0034220	TAS
HTR3E	GO:0055085	TAS
CNOT1	GO:0000122	IDA
CNOT1	GO:0000288	TAS
CNOT1	GO:0000289	TAS
CNOT1	GO:0006351	IEA
CNOT1	GO:0007275	IEA
CNOT1	GO:0010467	TAS
CNOT1	GO:0010606	IDA
CNOT1	GO:0017148	IDA
CNOT1	GO:0033147	IDA
CNOT1	GO:0035195	IDA
CNOT1	GO:0035195	IDA
CNOT1	GO:0048387	IDA
CNOT1	GO:0060213	IMP
CNOT1	GO:0060213	IDA
CNOT1	GO:0061014	IMP
CNOT1	GO:0090503	IDA
CNOT1	GO:1900153	IMP
CNOT1	GO:2000036	IMP
CARNS1	GO:0035499	IDA
CARNS1	GO:0035499	IDA
MEGF11	GO:0010842	ISS
MEGF11	GO:0034109	ISS
CDHR4	GO:0007156	IEA
BDP1	GO:0006359	IEA
BDP1	GO:0006383	TAS
BDP1	GO:0010467	TAS
C5orf63	GO:0055114	IEA
DPPA5	GO:0007275	IEA
TMEM150B	GO:0010506	IBA
PINLYP	GO:0043086	IEA
MAP1LC3B2	GO:0006914	IEA
GMNC	GO:0006270	IEA
GMNC	GO:0007049	IEA
GMNC	GO:0008283	ISS
LRCOL1	GO:0007586	IEA
LRCOL1	GO:0016042	IEA
LRCOL1	GO:0043085	IEA
NKX2-6	GO:0006351	IDA
NKX2-6	GO:0006355	IEA
NKX2-6	GO:0008284	ISS
NKX2-6	GO:0021854	ISS
NKX2-6	GO:0030154	ISS
NKX2-6	GO:0035050	ISS
NKX2-6	GO:0035050	IMP
NKX2-6	GO:0043066	ISS
NKX2-6	GO:0043586	ISS
NKX2-6	GO:0048565	ISS
NKX2-6	GO:0055014	ISS
NKX2-6	GO:0055015	ISS
NKX2-6	GO:0060037	ISS
NKX2-6	GO:0060039	ISS
OR6C74	GO:0007186	IEA
OR6C74	GO:0050911	IEA
USP17L3	GO:0006511	IEA
USP17L3	GO:0006915	IEA
USP17L4	GO:0006511	IEA
IZUMO1R	GO:0007155	ISS
IZUMO1R	GO:0007338	ISS
IZUMO1R	GO:0007342	ISS
IZUMO1R	GO:0035036	ISS
FAM83G	GO:0030509	IDA
OR14I1	GO:0007186	IBA
OR14I1	GO:0007608	IBA
OR14I1	GO:0050911	IEA
OR14I1	GO:0050911	IBA
ASPDH	GO:0006742	IEA
ASPDH	GO:0009435	IEA
ASPDH	GO:0055114	IEA
PALM3	GO:0001960	IDA
PALM3	GO:0008063	IMP
PALM3	GO:0032496	IDA
SYNDIG1L	GO:0009607	IEA
RBMY1B	GO:0006397	IEA
RBMY1B	GO:0007283	TAS
RBMY1B	GO:0008380	IDA
RBMY1B	GO:0008584	IMP
PGP	GO:0005975	IEA
PGP	GO:0016311	ISS
PGP	GO:0035335	ISS
OR5H15	GO:0007186	IBA
OR5H15	GO:0007608	IBA
OR5H15	GO:0050911	IEA
OR5H15	GO:0050911	IBA
METTL21EP	GO:0032259	IEA
OR6C68	GO:0007186	IEA
OR6C68	GO:0050911	IEA
MEIS3P1	GO:0006355	IEA
TBC1D3B	GO:0043547	IEA
TMEM8B	GO:0007160	IMP
TMEM8B	GO:0007346	TAS
TMEM8B	GO:0040008	IEA
ZNF840P	GO:0006351	IEA
ZNF840P	GO:0006355	IEA
MBD3L4	GO:0006351	IEA
MBD3L4	GO:0006355	IEA
BTBD17	GO:0009615	ISS
BTBD17	GO:0045071	ISS
RPSAP58	GO:0000028	IBA
RPSAP58	GO:0000447	IBA
RPSAP58	GO:0000461	IBA
RPSAP58	GO:0006407	IBA
RPSAP58	GO:0006412	IBA
RPSAP58	GO:0007155	IEA
MBD3L3	GO:0006351	IEA
MBD3L3	GO:0006355	IEA
NPEPPSL1	GO:0006508	IEA
FAM86C2P	GO:0032259	IEA
RBMY1E	GO:0006397	IEA
RBMY1E	GO:0008380	IEA
TBC1D3F	GO:0043547	IEA
OR5K3	GO:0007186	IBA
OR5K3	GO:0007608	IBA
OR5K3	GO:0050911	IEA
OR5K3	GO:0050911	IBA
PRORSD1P	GO:0006450	IEA
POM121B	GO:0015031	IEA
POM121B	GO:0051028	IEA
CCDC182	GO:0008585	ISS
OR6C6	GO:0007186	IEA
OR6C6	GO:0050911	IEA
TRABD2B	GO:0006508	IEA
TRABD2B	GO:0008152	IDA
TRABD2B	GO:0016055	IEA
TRABD2B	GO:0018158	IDA
TRABD2B	GO:0030178	IDA
OR2W5	GO:0007186	IEA
OR2W5	GO:0050911	IEA
HELT	GO:0000122	IEA
HELT	GO:0001967	IEA
HELT	GO:0006351	IEA
HELT	GO:0007417	IEA
HELT	GO:0009791	IEA
HELT	GO:0010259	IEA
HELT	GO:0021858	IEA
HELT	GO:0035264	IEA
HELT	GO:0045944	IEA
NAP1L6	GO:0006334	IEA
FABP12	GO:0006810	IEA
FABP12	GO:0019433	TAS
FABP12	GO:0044281	TAS
ZNF316	GO:0006351	IEA
ZNF316	GO:0006355	IEA
RBFOX3	GO:0000381	IEA
RBFOX3	GO:0006397	IEA
RBFOX3	GO:0008380	IEA
TCAF2	GO:0002244	IEA
TCAF2	GO:0006810	IEA
TCAF2	GO:0010360	IDA
TCAF2	GO:0030335	IDA
TCAF2	GO:0090314	IMP
DPRX	GO:0006351	IEA
DPRX	GO:0006355	IEA
PGPEP1L	GO:0006508	IEA
MFSD2B	GO:0006810	IEA
SDHAF1	GO:0016226	NAS
SDHAF1	GO:0034553	IMP
MGAT4D	GO:0005975	IEA
WIPF3	GO:0007264	TAS
WIPF3	GO:0007275	IEA
WIPF3	GO:0007283	IEA
WIPF3	GO:0030154	IEA
WIPF3	GO:0038096	TAS
WIPF3	GO:0045087	TAS
ZSCAN5C	GO:0006351	IEA
ZSCAN5C	GO:0006357	IBA
URAD	GO:0006144	IEA
URAD	GO:0008150	ND
URAD	GO:0019428	IEA
URAD	GO:0019628	IEA
C2orf71	GO:0007601	IEA
C2orf71	GO:0050896	IEA
PRAMEF25	GO:0008284	IEA
PRAMEF25	GO:0043066	IEA
PRAMEF25	GO:0045596	IEA
PRAMEF25	GO:0045892	IEA
PRAMEF25	GO:0048387	IEA
IGLON5	GO:0016337	IBA
IGLON5	GO:0050767	IBA
OOEP	GO:0001701	IEA
OOEP	GO:0006468	IEA
OOEP	GO:0007566	IEA
OOEP	GO:0009566	IEA
OOEP	GO:0009880	IEA
OOEP	GO:0035088	IEA
OOEP	GO:0043623	IEA
GGT3P	GO:0006508	IEA
GGT3P	GO:0006749	TAS
GGT3P	GO:0006750	IEA
GGT3P	GO:0019370	ISS
OR51F1	GO:0007186	IEA
OR51F1	GO:0050911	IEA
OR2T8	GO:0007186	IBA
OR2T8	GO:0007608	IBA
OR2T8	GO:0050911	IEA
OR2T8	GO:0050911	IBA
GLTPD2	GO:0046836	IEA
SERINC4	GO:0008654	IEA
SERINC4	GO:0015825	IBA
TVP23A	GO:0009306	IBA
TVP23A	GO:0016192	IBA
ARL5C	GO:0007264	IEA
OR4C46	GO:0007186	IBA
OR4C46	GO:0050907	IBA
OR4C46	GO:0050911	IEA
CAPN8	GO:0006508	IBA
CAPN8	GO:0007586	IEA
DDTL	GO:0008152	IEA
OR5H14	GO:0007186	IBA
OR5H14	GO:0007608	IBA
OR5H14	GO:0050911	IEA
OR5H14	GO:0050911	IBA
ZNF860	GO:0006351	IEA
ZNF860	GO:0006355	IEA
TUBAL3	GO:0007017	IEA
TUBAL3	GO:0008152	IEA
TUBAL3	GO:0051258	IEA
MOXD2P	GO:0055114	IEA
FBLL1	GO:0006364	IEA
FBLL1	GO:0008033	IEA
FBLL1	GO:0032259	IEA
C17orf96	GO:0048663	IEA
SMCHD1	GO:0051276	IEA
SMCHD1	GO:0060821	IEA
HMX3	GO:0006351	IEA
HMX3	GO:0006355	IEA
HMX3	GO:0007420	IEA
HMX3	GO:0007566	IEA
HMX3	GO:0030154	IEA
HMX3	GO:0042472	IEA
HMX3	GO:0050885	IEA
HMX3	GO:0060135	IEA
ANKDD1B	GO:0007165	IEA
MSGN1	GO:0001756	IEA
MSGN1	GO:0006366	IEA
MSGN1	GO:0007379	IEA
MSGN1	GO:0030154	IEA
MSGN1	GO:0045944	IEA
ARHGAP42	GO:0007165	IEA
ARHGAP42	GO:0043547	IEA
TMEM8C	GO:0007517	IEA
TMEM8C	GO:0007520	ISS
TMEM8C	GO:0045026	ISS
NCF1B	GO:0055114	IEA
LILRA5	GO:0045087	IEA
PRSS29P	GO:0006508	IEA
UNC119B	GO:0006996	TAS
UNC119B	GO:0042953	IDA
UNC119B	GO:0060271	IMP
OR6C70	GO:0007186	IEA
OR6C70	GO:0050911	IEA
CRYM-AS1	GO:0006810	IEA
SLC15A5	GO:0015031	IEA
SLC15A5	GO:0015833	IEA
SLC15A5	GO:0055085	IEA
AGAP5	GO:0043547	IEA
AGAP5	GO:0043547	IEA
WTIP	GO:0001666	IDA
WTIP	GO:0006351	IEA
WTIP	GO:0006355	IEA
WTIP	GO:0007010	IMP
WTIP	GO:0022604	IMP
WTIP	GO:0035195	IMP
WTIP	GO:0035331	IDA
WTIP	GO:1903507	IEA
WTIP	GO:2000637	IMP
A6NIZ1	GO:0007264	IEA
NKX6-3	GO:0001709	IEA
NKX6-3	GO:0002067	IEA
NKX6-3	GO:0006351	IEA
NKX6-3	GO:0006355	IEA
NKX6-3	GO:0030857	IEA
METTL15	GO:0070475	IBA
ARGFX	GO:0006351	IEA
ARGFX	GO:0006355	IEA
ZSCAN5B	GO:0006351	IEA
ZSCAN5B	GO:0006357	IBA
UNCX	GO:0001502	IEA
UNCX	GO:0006351	IEA
UNCX	GO:0006355	IEA
UNCX	GO:0007389	IEA
UNCX	GO:0021516	IEA
UNCX	GO:0021889	IEA
UNCX	GO:0035726	IEA
UNCX	GO:0045595	IEA
CD8BP	GO:0002376	IEA
SLC9B1P1	GO:1902600	IEA
OR6C65	GO:0007186	IEA
OR6C65	GO:0050911	IEA
IRG1	GO:0002760	IDA
IRG1	GO:0006952	IDA
IRG1	GO:0006954	IEA
IRG1	GO:0007566	ISS
IRG1	GO:0008152	IDA
IRG1	GO:0019543	IEA
IRG1	GO:0032088	ISS
IRG1	GO:0032480	ISS
IRG1	GO:0034136	ISS
IRG1	GO:0034144	ISS
IRG1	GO:0035458	ISS
IRG1	GO:0045824	ISS
IRG1	GO:0050728	ISS
IRG1	GO:0071219	ISS
IRG1	GO:0071222	IDA
IRG1	GO:0071222	IDA
IRG1	GO:0071346	ISS
IRG1	GO:0071347	ISS
IRG1	GO:0071356	ISS
IRG1	GO:0071393	ISS
IRG1	GO:0072573	IDA
IRG1	GO:2000379	ISS
ZNF233	GO:0006351	IEA
ZNF233	GO:0006355	IEA
LIPT2	GO:0009107	IEA
LIPT2	GO:0009249	IBA
ASB14	GO:0016567	IEA
ASB14	GO:0035556	IEA
ZNF98	GO:0006351	IEA
ZNF98	GO:0006355	IEA
RASSF10	GO:0007165	IEA
SLC22A20	GO:0006811	IEA
SLC22A20	GO:0055085	IEA
FCGR1C	GO:0002376	IEA
TSPY2	GO:0006334	IEA
TSPY2	GO:0007283	IEA
TSPY2	GO:0007506	IEA
TSPY2	GO:0030154	IEA
CCDC85C	GO:0021987	ISS
SAC3D1	GO:0007067	IEA
SAC3D1	GO:0051301	IEA
ARID3C	GO:0006351	IEA
ARID3C	GO:0045944	IEA
RTL1	GO:0007275	IEA
RPL37AP8	GO:0006412	IEA
OR5H1	GO:0007186	IBA
OR5H1	GO:0007608	IBA
OR5H1	GO:0050911	IEA
OR5H1	GO:0050911	IBA
SDR42E2	GO:0006694	IEA
SDR42E2	GO:0055114	IEA
RGPD3	GO:0000042	IEA
SPDYE3	GO:0045859	IBA
SLC22A31	GO:0006811	IEA
SLC22A31	GO:0055085	IEA
OR6C75	GO:0007186	IEA
OR6C75	GO:0050911	IEA
OR5B21	GO:0007186	IBA
OR5B21	GO:0007608	IBA
OR5B21	GO:0050911	IEA
OR5B21	GO:0050911	IBA
AQP7P3	GO:0006810	IEA
A6NLC8	GO:0006367	IEA
TCEB3CL2	GO:0006351	IEA
TCEB3CL2	GO:0006355	IEA
C2CD4B	GO:0016079	IBA
C2CD4B	GO:0017158	IBA
C2CD4B	GO:0048791	IBA
DUXA	GO:0006351	IEA
DUXA	GO:0006355	IEA
SPDYE4	GO:0045859	IBA
OR2AG2	GO:0007186	IBA
OR2AG2	GO:0007608	IBA
OR2AG2	GO:0050911	IEA
OR2AG2	GO:0050911	IBA
AQP12B	GO:0006810	IEA
ZFP92	GO:0006351	IEA
ZFP92	GO:0006355	IEA
OR6C76	GO:0007186	IEA
OR6C76	GO:0050911	IEA
SIGLEC16	GO:0007155	IEA
SIGLEC16	GO:0045087	TAS
IFITM10	GO:0009607	IEA
OR5K4	GO:0007186	IBA
OR5K4	GO:0007608	IBA
OR5K4	GO:0050911	IEA
OR5K4	GO:0050911	IBA
DBX1	GO:0006357	IEA
DBX1	GO:0021521	IEA
OR52A4P	GO:0007186	IEA
OR52A4P	GO:0050911	IEA
PRAMEF23	GO:0008284	IEA
PRAMEF23	GO:0043066	IEA
PRAMEF23	GO:0045596	IEA
PRAMEF23	GO:0045892	IEA
PRAMEF23	GO:0048387	IEA
EIF4E1B	GO:0006413	IEA
EIF4E1B	GO:0006417	IEA
ANXA2P2	GO:0043086	IEA
OR4C45	GO:0007186	IEA
OR4C45	GO:0050911	IEA
COL6A6	GO:0007155	IEA
COL6A6	GO:0022617	TAS
COL6A6	GO:0030198	TAS
COL6A6	GO:0030574	TAS
ZNF729	GO:0006351	IEA
ZNF729	GO:0006355	IEA
GJE1	GO:0000902	IEA
GJE1	GO:0002088	IEA
GJE1	GO:0007154	IEA
GJE1	GO:0035265	IEA
DRGX	GO:0001764	IEA
DRGX	GO:0006351	IEA
DRGX	GO:0006355	IEA
DRGX	GO:0007411	IEA
DRGX	GO:0009593	IEA
DRGX	GO:0016048	IEA
DRGX	GO:0021516	IEA
DRGX	GO:0021559	IEA
DRGX	GO:0050954	IEA
IFITM5	GO:0009607	IEA
IFITM5	GO:0030282	IMP
IFITM5	GO:0030500	IEA
IFITM5	GO:0060349	IMP
OR2AT4	GO:0007186	IBA
OR2AT4	GO:0050907	IBA
OR2AT4	GO:0050911	IEA
MARCH11	GO:0016567	IEA
ZNF726	GO:0006351	IEA
ZNF726	GO:0006355	IBA
TTLL13P	GO:0006464	IEA
SLC38A8	GO:0003333	IBA
SLC38A8	GO:0006814	IEA
DHRS7C	GO:0010880	IEA
DHRS7C	GO:0055114	IEA
ENO4	GO:0006096	IEA
ENO4	GO:0008150	ND
USP27X	GO:0006511	IEA
A6NNZ2	GO:0007017	IEA
A6NNZ2	GO:0008152	IEA
A6NNZ2	GO:0051258	IEA
ZNF716	GO:0006351	IEA
ZNF716	GO:0006355	IEA
TTLL8	GO:0018094	ISS
TTLL8	GO:0042384	IEA
NCBP2L	GO:0000398	IBA
